Id,Sales
5996,5284.7568359375
6852,5001.71240234375
7708,5284.84228515625
8564,5879.86767578125
9420,3928.786865234375
10276,3480.38232421875
11132,6538.3623046875
11988,7493.4775390625
12844,7912.50439453125
13700,8627.732421875
14556,9023.8447265625
15412,4838.486328125
16268,3638.4951171875
17124,5071.98583984375
17980,5005.5400390625
18836,4868.021484375
19692,4860.8896484375
20548,5117.68212890625
21404,4249.53955078125
22260,3206.8818359375
23116,6229.32958984375
23972,6864.333984375
24828,6673.84228515625
25684,7376.21728515625
26540,8876.7451171875
27396,4354.32373046875
28252,3278.08203125
29108,4802.93212890625
29964,5261.5390625
30820,4873.2900390625
31676,5146.09814453125
32532,5478.21923828125
33388,4250.60986328125
34244,3336.55322265625
35100,6373.02783203125
35956,7024.40673828125
36812,6992.75390625
37668,7605.03271484375
38524,8986.080078125
39380,4992.6650390625
40236,3874.674560546875
5,7167.04345703125
861,7419.2021484375
1717,8383.9365234375
2573,10743.7978515625
3429,4456.5146484375
4285,6241.15283203125
5141,6226.52587890625
5997,5873.83056640625
6853,6105.6552734375
7709,6309.658203125
8565,7268.052734375
9421,4242.8076171875
10277,6593.1845703125
11133,7762.7890625
11989,8148.78515625
12845,9271.2724609375
13701,9591.5693359375
14557,10798.955078125
15413,4668.1103515625
16269,6836.642578125
17125,6743.28076171875
17981,5781.7568359375
18837,5876.8564453125
19693,5959.11669921875
20549,6807.380859375
21405,4201.18896484375
22261,6177.998046875
23117,7594.65283203125
23973,7578.15478515625
24829,7787.2392578125
25685,8366.322265625
26541,11554.9384765625
27397,4595.07373046875
28253,6311.578125
29109,6275.36865234375
29965,6134.28173828125
30821,5934.8671875
31677,6077.96240234375
32533,6830.54833984375
33389,4436.32568359375
34245,6319.505859375
35101,7560.6328125
35957,7367.3017578125
36813,7651.8828125
37669,8097.35595703125
38525,10748.1943359375
39381,5391.80078125
40237,7530.154296875
6,5579.5615234375
862,5792.3828125
1718,6543.22216796875
2574,7660.15625
3430,5282.26708984375
4286,4581.47509765625
5142,5112.02734375
5998,4960.693359375
6854,4997.36279296875
7710,5226.6044921875
8566,5768.70703125
9422,4808.4326171875
10278,4774.32421875
11134,5970.2109375
11990,6207.86962890625
12846,6221.3134765625
13702,6515.6015625
14558,7028.19970703125
15414,5408.10302734375
16270,4628.263671875
17126,5080.44482421875
17982,4610.3125
18838,4751.25439453125
19694,4703.69384765625
20550,5032.5556640625
21406,4968.82470703125
22262,4330.49755859375
23118,5506.587890625
23974,5390.41748046875
24830,5484.0224609375
25686,6031.84619140625
26542,7348.41650390625
27398,5273.814453125
28254,4452.51611328125
29110,4869.64697265625
29966,4815.99755859375
30822,4739.71630859375
31678,4994.017578125
32534,5416.6162109375
33390,5067.42578125
34246,4513.30126953125
35102,5705.31201171875
35958,5605.7431640625
36814,5767.650390625
37670,6236.37451171875
38526,7317.7880859375
39382,5980.806640625
40238,5360.1259765625
7,7400.423828125
863,7954.76611328125
1719,8560.607421875
2575,9325.0673828125
3431,4611.72021484375
4287,5339.69873046875
5143,6280.59033203125
5999,6379.83984375
6855,6491.08740234375
7711,6728.59326171875
8567,7174.57373046875
9423,4260.990234375
10279,5480.56103515625
11135,7693.25927734375
11991,8545.3603515625
12847,9937.0712890625
13703,9905.447265625
14559,11203.2880859375
15415,5257.736328125
16271,6124.69921875
17127,6943.90234375
17983,6274.166015625
18839,6483.78564453125
19695,6313.390625
20551,6697.7431640625
21407,4869.7353515625
22263,5219.81884765625
23119,7385.06591796875
23975,7855.52001953125
24831,8315.2734375
25687,8743.7353515625
26543,10027.30859375
27399,4995.8662109375
28255,5692.55419921875
29111,6421.48876953125
29967,6716.9873046875
30823,6736.5693359375
31679,6974.103515625
32535,7340.01025390625
33391,4831.7431640625
34247,5451.1923828125
35103,7739.72998046875
35959,8220.7451171875
36815,8832.609375
37671,9157.5595703125
38527,10331.7470703125
39383,5666.685546875
40239,6399.87353515625
8,8002.6103515625
864,8551.7451171875
1720,9555.8212890625
2576,11064.1083984375
3432,4342.28662109375
4288,5892.5
5144,6026.51513671875
6000,6002.44921875
6856,6079.13330078125
7712,6258.51806640625
8568,6643.09716796875
9424,4200.01123046875
10280,5904.72021484375
11136,8052.30126953125
11992,8724.359375
12848,10099.765625
13704,10207.958984375
14560,12819.62890625
15416,5112.49072265625
16272,6502.396484375
17128,6342.779296875
17984,5747.71484375
18840,5896.4638671875
19696,5793.8525390625
20552,6151.12060546875
21408,5183.09912109375
22264,5760.2392578125
23120,7945.447265625
23976,8221.5927734375
24832,8617.7646484375
25688,9169.2265625
26544,11218.8564453125
27400,5320.59765625
28256,5836.95751953125
29112,5920.46044921875
29968,6044.19970703125
30824,5969.2255859375
31680,6257.51513671875
32536,6671.00390625
33392,5280.83154296875
34248,5828.15087890625
35104,8134.77587890625
35960,8316.978515625
36816,8832.1962890625
37672,9350.3427734375
38528,11414.6337890625
39384,6253.4521484375
40240,6769.6962890625
9,5029.1630859375
865,5342.8115234375
1721,6061.248046875
2577,7380.31298828125
3433,5295.3984375
4289,4279.87939453125
5145,3754.21826171875
6001,3541.629638671875
6857,3441.405029296875
7713,3459.7958984375
8569,4119.44775390625
9425,4412.32470703125
10281,4348.5458984375
11137,5259.80810546875
11993,5209.1845703125
12849,5571.62646484375
13705,5892.6796875
14561,7106.45361328125
15417,5607.818359375
16273,4382.93115234375
17129,3850.657958984375
17985,3418.46533203125
18841,3548.034423828125
19697,3474.89208984375
20553,3758.661865234375
21409,5193.31884765625
22265,4168.4794921875
23121,5479.96484375
23977,5350.05810546875
24833,5573.55615234375
25689,5982.26123046875
26545,7660.01025390625
27401,5442.20458984375
28257,3309.411865234375
29113,4181.7177734375
29969,3885.085693359375
30825,3498.3740234375
31681,3634.966796875
32537,3994.206298828125
33393,5293.02001953125
34249,4250.34228515625
35105,5558.20263671875
35961,5272.2802734375
36817,5676.67236328125
37673,5901.443359375
38529,7199.787109375
39385,6525.44091796875
40241,5171.69140625
10,5548.96923828125
866,5707.77783203125
1722,6545.26953125
2578,7600.609375
3434,3884.922607421875
4290,3277.0283203125
5146,4616.62353515625
6002,4468.0625
6858,4544.05419921875
7714,4818.373046875
8570,5345.76318359375
9426,3680.662353515625
10282,3300.659423828125
11138,5723.60986328125
11994,5995.62255859375
12850,6271.13232421875
13706,6890.06689453125
14562,9262.8837890625
15418,4753.9111328125
16274,3581.87841796875
17130,5214.8076171875
17986,4666.796875
18842,4680.384765625
19698,4921.7431640625
20554,5230.81884765625
21410,4817.9501953125
22266,3412.317138671875
23122,5826.3779296875
23978,5743.59912109375
24834,5909.650390625
25690,6579.8408203125
26546,8019.90966796875
27402,4661.53369140625
28258,3269.852294921875
29114,4693.65869140625
29970,4723.4228515625
30826,4683.83251953125
31682,4961.62109375
32538,5321.15087890625
33394,4635.59814453125
34250,3371.781982421875
35106,5888.11767578125
35962,5796.07470703125
36818,5988.1015625
37674,6631.72705078125
38530,7727.15380859375
39386,5137.970703125
40242,3721.013916015625
11,6617.9580078125
867,6805.1474609375
1723,7551.98388671875
2579,9233.9423828125
3435,3630.257568359375
4291,5421.47509765625
5147,5798.41357421875
6003,5448.8427734375
6859,5397.0751953125
7715,5593.5654296875
8571,6122.10595703125
9427,3447.00048828125
10283,5550.38818359375
11139,7338.5263671875
11995,7599.24658203125
12851,8639.029296875
13707,8872.978515625
14563,12166.08203125
15419,4435.4580078125
16275,6333.64453125
17131,6334.67724609375
17987,5461.18505859375
18843,5383.4296875
19699,5165.814453125
20555,5592.97314453125
21411,4030.132568359375
22267,5389.57958984375
23123,7347.6103515625
23979,6983.42236328125
24835,7072.98095703125
25691,7624.9921875
26547,9845.9658203125
27403,4205.27099609375
28259,5547.36083984375
29115,6088.81884765625
29971,5724.0361328125
30827,5330.58447265625
31683,5463.85791015625
32539,6035.97265625
33395,4109.431640625
34251,5614.33740234375
35107,7454.68310546875
35963,7158.43505859375
36819,7298.2919921875
37675,7673.43603515625
38531,9676.4443359375
39387,5102.376953125
40243,6941.64453125
12,8053.83740234375
868,8490.01953125
1724,9326.580078125
2580,10840.5419921875
3436,3212.41796875
4292,5371.57568359375
5148,6652.107421875
6004,6540.8759765625
6860,6589.3935546875
7716,6834.830078125
8572,7854.35888671875
9428,3129.11865234375
10284,5427.435546875
11140,8207.5048828125
11996,8484.0703125
12852,9275.4912109375
13708,9469.791015625
14564,10508.5869140625
15420,3480.20654296875
16276,5681.2607421875
17132,7066.70947265625
17988,6276.77587890625
18844,6475.53466796875
19700,6372.72998046875
20556,6832.03369140625
21412,3193.81494140625
22268,5158.8369140625
23124,8067.068359375
23980,7937.123046875
24836,8158.3271484375
25692,8795.9970703125
26548,10658.4931640625
27404,3398.48779296875
28260,5389.7236328125
29116,6647.28076171875
29972,6633.89697265625
30828,6555.37890625
31684,6862.82177734375
32540,7479.810546875
33396,3316.12744140625
34252,5360.56591796875
35108,8426.955078125
35964,8310.087890625
36820,8565.818359375
37676,9186.787109375
38532,10999.9775390625
39388,3913.2197265625
40244,6266.98876953125
13,6951.27783203125
869,7240.36962890625
1725,8050.97265625
2581,9598.314453125
3437,3365.653564453125
4293,4606.822265625
5149,5907.91455078125
6005,5877.271484375
6861,5905.98779296875
7717,6143.92626953125
8573,6809.29638671875
9429,3258.77880859375
10285,5002.28955078125
11141,7817.86328125
11997,7989.423828125
12853,8273.779296875
13709,7776.78076171875
14565,12034.1748046875
15421,3811.205322265625
16277,5242.05712890625
17133,6898.79345703125
17989,6081.5400390625
18845,6012.55126953125
19701,6110.58984375
20557,6641.462890625
21413,3501.39208984375
22269,4390.517578125
23125,7506.76904296875
23981,7507.44921875
24837,7737.77392578125
25693,8215.2353515625
26549,10738.4599609375
27405,3779.41064453125
28261,4505.5888671875
29117,5870.01611328125
29973,5941.36376953125
30829,5834.08544921875
31685,5815.0849609375
32541,6413.3720703125
33397,3622.9716796875
34253,4555.52001953125
35109,7320.615234375
35965,7220.59716796875
36821,7407.22412109375
37677,7764.9443359375
38533,9905.9296875
39389,4440.24609375
40245,5487.64892578125
14,8197.037109375
870,8320.779296875
1726,9212.84765625
2582,10527.5869140625
3438,5481.02099609375
4294,5308.21875
5150,6524.43896484375
6006,7147.85302734375
6862,6873.375
7718,7096.259765625
8574,8106.28125
9430,4660.88427734375
10286,5224.85498046875
11142,7892.43994140625
11998,8803.32421875
12854,9047.2333984375
13710,9256.9140625
14566,9987.6689453125
15422,5921.10986328125
16278,5713.86767578125
17134,6722.86474609375
17990,7077.900390625
18846,6935.41015625
19702,6875.578125
20558,7283.646484375
21414,5278.37353515625
22270,5328.8408203125
23126,7756.61669921875
23982,8406.396484375
24838,8308.3916015625
25694,9174.01171875
26550,10653.47265625
27406,5556.70751953125
28262,3866.522216796875
29118,6937.322265625
29974,7731.8056640625
30830,7153.01611328125
31686,7282.88232421875
32542,7674.64404296875
33398,5086.31689453125
34254,5360.708984375
35110,7947.857421875
35966,8579.169921875
36822,8629.1064453125
37678,9057.6376953125
38534,10347.5556640625
39390,5598.75390625
40246,6090.92724609375
15,5607.2783203125
871,5735.75390625
1727,6874.201171875
2583,8615.0771484375
3439,4099.8076171875
4295,4772.3798828125
5151,4285.95849609375
6007,3723.460205078125
6863,3670.94580078125
7719,4023.23779296875
8575,4334.64697265625
9431,3571.9423828125
10287,4751.1318359375
11143,6312.9326171875
11999,5934.82763671875
12855,6020.20703125
13711,6773.95947265625
14567,9555.939453125
15423,4606.3916015625
16279,5273.30615234375
17135,4466.23876953125
17991,3575.72998046875
18847,3598.705078125
19703,3918.826904296875
20559,4186.8349609375
21415,4186.69091796875
22271,4726.6904296875
23127,6382.4873046875
23983,5865.27587890625
24839,5857.75048828125
25695,6863.9150390625
26551,8566.5693359375
27407,4179.02197265625
28263,4739.0380859375
29119,4767.857421875
29975,4084.505859375
30831,3628.291015625
31687,4049.385009765625
32543,4376.5517578125
33399,4249.4990234375
34255,4651.89892578125
35111,6640.14501953125
35967,5921.8896484375
36823,6000.1767578125
37679,6918.3115234375
38535,8707.7412109375
39391,5041.96826171875
40247,5708.9267578125
16,4717.205078125
872,4918.33642578125
1728,5683.52587890625
2584,6539.84033203125
3440,3813.027099609375
4296,3192.4501953125
5152,4072.915283203125
6008,3722.678955078125
6864,3729.258056640625
7720,3853.928466796875
8576,4464.466796875
9432,3559.550537109375
10288,3339.3935546875
11144,5126.10009765625
12000,5031.52392578125
12856,5356.02197265625
13712,5702.2275390625
14568,7014.6044921875
15424,4096.68408203125
16280,3364.558837890625
17136,4383.6298828125
17992,3603.3564453125
18848,3642.52685546875
19704,3632.22509765625
20560,3896.1083984375
21416,3921.870849609375
22272,3069.021728515625
23128,5034.76904296875
23984,4742.89990234375
24840,4842.87255859375
25696,5330.18798828125
26552,6528.82763671875
27408,4015.760986328125
28264,2566.594482421875
29120,4087.0234375
29976,3722.4375
30832,3591.136474609375
31688,3841.78271484375
32544,4235.93701171875
33400,4045.222900390625
34256,3241.440673828125
35112,5017.2275390625
35968,4764.4658203125
36824,5014.10791015625
37680,5481.857421875
38536,6776.74462890625
39392,4679.2958984375
40248,3826.983642578125
17,5621.86083984375
873,5748.8388671875
1729,6472.07080078125
2585,8373.787109375
3441,4830.37451171875
4297,4387.26904296875
5153,4672.1865234375
6009,4251.501953125
6865,4210.76220703125
7721,4252.42236328125
8577,4918.96484375
9433,4231.04638671875
10289,4510.0087890625
11145,6177.98046875
12001,6126.39990234375
12857,6682.14794921875
13713,6794.62109375
14569,8311.5703125
15425,5217.0615234375
16281,4693.39453125
17137,4764.3203125
17993,4033.64013671875
18849,4149.65869140625
19705,3888.46337890625
20561,4343.53369140625
21417,4595.37158203125
22273,4359.53515625
23129,6136.54052734375
23985,5729.5859375
24841,5808.2890625
25697,6348.94091796875
26553,8484.587890625
27409,4780.7041015625
28265,4390.04052734375
29121,4923.5791015625
29977,4509.02392578125
30833,4154.16943359375
31689,4224.94873046875
32545,4699.19140625
33401,4503.087890625
34257,4393.58447265625
35113,6152.693359375
35969,5815.828125
36825,6052.4208984375
37681,6465.89453125
38537,8462.7578125
39393,5250.9052734375
40249,5208.39453125
18,9381.322265625
874,9724.638671875
1730,11167.369140625
2586,13494.708984375
3442,5785.3203125
4298,7248.16357421875
5154,8047.1337890625
6010,7624.2939453125
6866,7866.279296875
7722,8083.95166015625
8578,8656.8125
9434,5442.1943359375
10290,7532.56787109375
11146,10373.474609375
12002,10819.759765625
12858,11980.6708984375
13714,12660.4072265625
14570,16970.443359375
15426,6515.875
16282,8047.38720703125
17138,8777.283203125
17994,7533.767578125
18850,7503.3046875
19706,7692.0634765625
20562,8067.52978515625
21418,6008.3837890625
22274,6955.3369140625
23130,10087.259765625
23986,9743.9130859375
24842,10175.6279296875
25698,11022.7568359375
26554,14574.650390625
27410,6450.84521484375
28266,7120.02978515625
29122,7964.0810546875
29978,7855.58740234375
30834,7692.94384765625
31690,8028.75732421875
32546,8438.255859375
33402,6284.14404296875
34258,7409.6337890625
35114,10407.416015625
35970,9935.6025390625
36826,10306.8662109375
37682,11020.1494140625
38538,14286.408203125
39394,7728.4140625
40250,8931.2666015625
19,10463.990234375
875,10787.1171875
1731,12411.3818359375
2587,13585.53125
3443,10199.375
4299,7909.16943359375
5155,8461.4345703125
6011,8379.2119140625
6867,8562.779296875
7723,8910.845703125
8579,10227.615234375
9435,8658.0927734375
10291,7908.3017578125
11147,10476.103515625
12003,11598.1865234375
12859,13620.7431640625
13715,14308.5126953125
14571,15971.88671875
15427,12821.634765625
16283,9282.5537109375
17139,10148.1123046875
17995,8275.91796875
18851,8505.0947265625
19707,8507.009765625
20563,9284.271484375
21419,9956.044921875
22275,7775.82421875
23131,10271.1748046875
23987,10747.8974609375
24843,11171.5869140625
25699,12562.7978515625
26555,14411.2158203125
27411,10249.6357421875
28267,8351.939453125
29123,8931.3857421875
29979,8868.341796875
30835,8574.564453125
31691,9025.7724609375
32547,9928.5830078125
33403,9302.158203125
34259,7819.16796875
35115,10855.130859375
35971,11074.951171875
36827,11209.005859375
37683,12414.56640625
38539,14794.3603515625
39395,11128.560546875
40251,9461.900390625
20,9905.0791015625
876,10473.056640625
1732,12437.474609375
2588,13803.779296875
3444,7319.31005859375
4300,6810.31640625
5156,7335.447265625
6012,7172.9384765625
6868,7389.3359375
7724,7708.27978515625
8580,8414.908203125
9436,7348.40234375
10292,7381.79833984375
11148,10519.0458984375
12004,11355.0322265625
12860,12362.955078125
13716,13730.5126953125
14572,18175.662109375
15428,9065.814453125
16284,7455.54345703125
17140,8407.615234375
17996,6959.935546875
18852,7068.43505859375
19708,7216.142578125
20564,7295.458984375
21420,7900.8076171875
22276,6659.17919921875
23132,10016.2109375
23988,10217.640625
24844,10876.4892578125
25700,12484.7529296875
26556,14784.9091796875
27412,8087.86181640625
28268,6852.68310546875
29124,7385.58740234375
29980,7295.79296875
30836,7348.1708984375
31692,7937.115234375
32548,7989.0888671875
33404,8166.6962890625
34260,7170.2568359375
35116,10510.822265625
35972,10699.6318359375
36828,11023.1767578125
37684,12680.818359375
38540,15082.748046875
39396,9110.923828125
40252,8013.6015625
21,7630.150390625
877,8020.93505859375
1733,8905.9599609375
2589,11600.22265625
3445,5221.23291015625
4301,7101.18896484375
5157,6595.24755859375
6013,6085.79931640625
6869,6116.724609375
7725,6291.37060546875
8581,7115.861328125
9437,5234.54736328125
10293,7304.33642578125
11149,8202.05859375
12005,8617.4111328125
12861,9791.9580078125
13717,10097.0302734375
14573,12587.5166015625
15429,6345.072265625
16285,7908.21875
17141,7361.359375
17997,6119.548828125
18853,6151.21484375
19709,6109.482421875
20565,6992.16015625
21421,5288.00390625
22277,6987.75341796875
23133,8315.408203125
23989,8123.4482421875
24845,8454.6904296875
25701,9030.2763671875
26557,12772.5693359375
27413,5542.71142578125
28269,7247.181640625
29125,6990.9462890625
29981,6469.6884765625
30837,6208.734375
31693,6159.9453125
32549,6881.74560546875
33405,5593.39990234375
34261,7123.8203125
35117,8270.5517578125
35973,8010.81982421875
36829,8409.283203125
37685,8683.3740234375
38541,11852.865234375
39397,6702.4404296875
40253,8654.9638671875
22,4461.29931640625
878,4500.6318359375
1734,5307.66650390625
2590,5749.44189453125
3446,3679.760009765625
4302,3532.1083984375
5158,3202.161865234375
6014,3531.987060546875
6870,3407.694580078125
7726,3745.890380859375
8582,3980.912109375
9438,3724.156494140625
10294,3933.19677734375
11150,4456.45068359375
12006,5339.55078125
12862,5643.64208984375
13718,6005.67333984375
14574,6918.50927734375
15430,4331.2744140625
16286,4138.62939453125
17142,3588.089111328125
17998,3483.80712890625
18854,3282.365966796875
19710,3538.063720703125
20566,3508.972412109375
21422,3634.543701171875
22278,3452.094482421875
23134,3938.652099609375
23990,4576.7578125
24846,4583.4423828125
25702,5286.91455078125
26558,6109.40673828125
27414,3638.1201171875
28270,3641.272705078125
29126,3159.88427734375
29982,3610.248046875
30838,3379.729736328125
31694,3781.92431640625
32550,3777.41748046875
33406,3668.27490234375
34262,3646.719970703125
35118,4166.94482421875
35974,4997.267578125
36830,5058.96923828125
37686,5883.00341796875
38542,6636.5615234375
39398,4476.0693359375
40254,4371.01953125
23,5805.9072265625
879,5924.064453125
1735,6345.98046875
2591,7622.5634765625
3447,3087.23681640625
4303,5133.4345703125
5159,5168.6435546875
6015,4725.6943359375
6871,4628.07373046875
7727,4690.14111328125
8583,5201.79638671875
9439,2847.7080078125
10295,5199.42529296875
11151,6528.47265625
12007,6596.0654296875
12863,7283.63232421875
13719,7270.611328125
14575,7829.68310546875
15431,3287.668212890625
16287,5618.18896484375
17143,5450.43359375
17999,4593.193359375
18855,4588.86669921875
19711,4334.66357421875
20567,4729.76220703125
21423,2992.3671875
22279,4961.77734375
23135,6400.2578125
23991,5960.822265625
24847,5987.96435546875
25703,6300.46875
26559,7933.54296875
27415,3177.452880859375
28271,5160.96337890625
29127,5380.61083984375
29983,4996.91943359375
30839,4620.54443359375
31695,4661.8134765625
32551,5055.1630859375
33407,3132.71484375
34263,5151.0830078125
35119,6571.54296875
35975,6097.0478515625
36831,6222.19775390625
37687,6411.17041015625
38543,7756.4833984375
39399,3874.219970703125
40255,6269.39794921875
24,4206.38623046875
880,4533.10107421875
1736,5083.7802734375
2592,5861.958984375
3448,2699.543701171875
4304,2178.4755859375
5160,3207.02880859375
6016,3309.635986328125
6872,3420.0830078125
7728,3577.896728515625
8584,4330.7041015625
9440,2511.395263671875
10296,2312.9775390625
11152,4628.75390625
12008,4670.81396484375
12864,4891.107421875
13720,5219.3310546875
14576,5581.35546875
15432,2918.00390625
16288,2246.257568359375
17144,3219.163818359375
18000,3073.38134765625
18856,3213.386474609375
19712,3329.989990234375
20568,3628.9970703125
21424,3043.6435546875
22280,2175.32373046875
23136,4208.7138671875
23992,4248.55029296875
24848,4472.71044921875
25704,4876.740234375
26560,5876.37451171875
27416,3191.603759765625
28272,1873.366455078125
29128,3224.022705078125
29984,3328.862548828125
30840,3248.393310546875
31696,3505.583251953125
32552,3935.534912109375
33408,3046.32763671875
34264,2263.0126953125
35120,4525.181640625
35976,4584.26416015625
36832,4910.3955078125
37688,5267.1630859375
38544,6002.76416015625
39400,3687.947998046875
40256,2588.646728515625
25,8029.32373046875
881,8275.388671875
1737,9369.2421875
2593,10955.908203125
3449,5390.31494140625
4305,7752.62255859375
5161,7275.2314453125
6017,6944.04150390625
6873,6950.30322265625
7729,7234.70166015625
8585,8160.599609375
9441,5362.52978515625
10297,8052.62353515625
11153,8477.8251953125
12009,8953.552734375
12865,10174.318359375
13721,10551.994140625
14577,11565.291015625
15433,6357.0244140625
16289,8506.9765625
17145,8177.10205078125
18001,6980.59228515625
18857,6979.85986328125
19713,7096.52392578125
20569,7843.14453125
21425,5553.73486328125
22281,7646.40380859375
23137,8323.978515625
23993,8390.888671875
24849,8634.408203125
25705,9512.7275390625
26561,11823.94921875
27417,5829.7021484375
28273,7810.59619140625
29129,7305.42333984375
29985,7232.22509765625
30841,7093.390625
31697,7023.39501953125
32553,7611.658203125
33409,5688.7978515625
34265,7828.45849609375
35121,8338.392578125
35977,8270.1181640625
36833,8377.7412109375
37689,9032.4130859375
38545,10974.9208984375
39401,6876.53564453125
40257,9281.4111328125
26,10868.75390625
882,11341.02734375
1738,12941.2099609375
2594,16040.98046875
3450,5631.79541015625
4306,8372.63671875
5162,8517.5478515625
6018,8045.82177734375
6874,8257.06640625
7730,8417.2353515625
8586,9420.927734375
9442,5143.865234375
10298,8699.0576171875
11154,11756.5244140625
12010,12762.71875
12866,13647.2822265625
13722,14491.88671875
14578,20036.46875
15434,5931.822265625
16290,8722.1123046875
17146,9073.3916015625
18002,7904.78759765625
18858,7927.13623046875
19714,7928.45166015625
20570,8998.8857421875
21426,5900.7060546875
22282,8187.5517578125
23138,11916.3857421875
23994,11859.728515625
24850,12263.5908203125
25706,13424.96484375
26562,18728.541015625
27418,6448.1015625
28274,8696.8515625
29130,9088.2978515625
29986,8770.9814453125
30842,8348.052734375
31698,8411.0478515625
32554,9265.1552734375
33410,6047.79833984375
34266,8612.5791015625
35122,12173.2080078125
35978,11727.8876953125
36834,12541.0576171875
37690,13181.779296875
38546,17366.3984375
39402,7587.07958984375
40258,10212.740234375
27,8852.7666015625
883,9335.1943359375
1739,10315.9140625
2595,11403.1103515625
3451,5346.6044921875
4307,9088.505859375
5163,8263.7080078125
6019,8131.23876953125
6875,8314.1474609375
7731,8454.3515625
8587,9574.3046875
9443,5150.75341796875
10299,9403.798828125
11155,9407.68359375
12011,9746.46875
12867,10588.1259765625
13723,10857.54296875
14579,11489.1240234375
15435,5605.20849609375
16291,9603.6162109375
17147,8479.984375
18003,7684.107421875
18859,7770.9453125
19715,7726.73388671875
20571,8045.21533203125
21427,5256.3974609375
22283,8992.34765625
23139,9289.3291015625
23995,9089.9189453125
24851,9353.3486328125
25707,10408.359375
26563,11655.9072265625
27419,5588.392578125
28275,6465.92529296875
29131,8395.3310546875
29987,8294.2275390625
30843,8186.87255859375
31699,8619.251953125
32555,8959.0546875
33411,5537.0888671875
34267,9228.5986328125
35123,9597.0419921875
35979,9492.0810546875
36835,9802.9091796875
37691,10404.3203125
38547,11775.94921875
39403,6302.8310546875
40259,10632.267578125
28,5851.5517578125
884,6123.8056640625
1740,7131.4482421875
2596,9107.005859375
3452,6455.19677734375
4308,5802.08740234375
5164,4550.25634765625
6020,4203.8671875
6876,4295.53173828125
7732,4410.40185546875
8588,4942.1982421875
9444,5608.4443359375
10300,5987.421875
11156,6300.99755859375
12012,6589.09814453125
12868,7531.36083984375
13724,8085.66357421875
14580,10022.431640625
15436,7385.70703125
16292,6342.3251953125
17148,5116.7060546875
