trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
42,False,"{'a': 0.6, 'e': 0.6556592205741436}",30,0,-54.668152312503516,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
43,False,"{'a': 0.6, 'e': 0.6491026283684022}",25,0,-66.84344772486182,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
44,False,"{'a': 0.6, 'e': 0.6426116020847181}",25,0,-20.1388301021787,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
45,False,"{'a': 0.6, 'e': 0.6361854860638709}",20,0,-141.1888116041169,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
46,False,"{'a': 0.6, 'e': 0.6298236312032323}",25,0,-76.75580890728824,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
47,False,"{'a': 0.6, 'e': 0.6235253948912}",20,0,-57.8315802686424,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.6, 'e': 0.617290140942288}",25,3,-59.34530160786618,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
49,False,"{'a': 0.6, 'e': 0.6111172395328651}",25,18,12.422922834561676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.6, 'e': 0.6050060671375365}",35,0,-82.79494060759154,"{0: 27, 1: 1, 2: 5, 3: 1, 4: 1}",0
51,False,"{'a': 0.6, 'e': 0.5989560064661611}",20,0,-21.687478379853605,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.6, 'e': 0.5929664464014994}",25,3,10.517548165101418,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5870367819374844}",30,5,-5.702631866168265,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.5811664141181095}",20,2,-87.13237456729986,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
55,False,"{'a': 0.6, 'e': 0.5753547499769285}",20,4,-32.97699834174028,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
56,False,"{'a': 0.6, 'e': 0.5696012024771592}",25,0,-21.15802034028071,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
57,False,"{'a': 0.6, 'e': 0.5639051904523876}",25,3,-53.81534584300368,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
58,False,"{'a': 0.6, 'e': 0.5582661385478638}",25,11,15.199332979704524,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
59,False,"{'a': 0.6, 'e': 0.5526834771623851}",25,0,-113.81380247406845,"{0: 17, 1: 1, 2: 3, 3: 3, 4: 1}",0
60,False,"{'a': 0.6, 'e': 0.5471566423907612}",20,0,-50.214198340411365,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
61,False,"{'a': 0.6, 'e': 0.5416850759668536}",25,7,-9.5519152581405,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.536268225207185}",25,12,-50.40098099495517,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
63,False,"{'a': 0.6, 'e': 0.5309055429551132}",35,5,-42.14795728468661,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",1
64,False,"{'a': 0.6, 'e': 0.525596487525562}",20,12,4.697285140090207,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.5203405226503064}",20,7,3.4886325889797476,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.5151371174238033}",25,0,-39.723064905584216,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
67,False,"{'a': 0.6, 'e': 0.5099857462495653}",25,0,-163.42222223487747,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
68,False,"{'a': 0.6, 'e': 0.5048858887870696}",25,0,-64.63246029023006,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
69,False,"{'a': 0.6, 'e': 0.4998370298991989}",25,0,-21.680515864821658,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.6, 'e': 0.49483865960020695}",20,6,-1.0899155352784875,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.4898902730042049}",25,7,0.691962154856657,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.48499137027416284}",20,0,-2.88609213522683,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
73,False,"{'a': 0.6, 'e': 0.4801414565714212}",25,17,6.348524447116752,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.475340042005707}",20,10,1.9349023708346804,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.47058664158564995}",30,22,7.539068191149014,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.4658807751697934}",20,2,-49.58314623720141,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
77,False,"{'a': 0.6, 'e': 0.4612219674180955}",20,0,-55.280298494294,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
78,False,"{'a': 0.6, 'e': 0.45660974774391455}",20,0,-25.19867478364323,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
79,False,"{'a': 0.6, 'e': 0.4520436502664754}",25,0,-22.540338465843906,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.6, 'e': 0.44752321376381066}",25,14,-66.14421405853369,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
81,False,"{'a': 0.6, 'e': 0.44304798162617254}",20,3,13.825928916290854,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.4386175018099108}",35,0,-80.30547246074316,"{0: 26, 1: 1, 2: 7, 3: 0, 4: 1}",0
83,False,"{'a': 0.6, 'e': 0.4342313267918117}",20,0,-4.233566359298397,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.6, 'e': 0.4298890135238936}",20,4,-27.871689569901942,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
85,False,"{'a': 0.6, 'e': 0.42559012338865465}",30,0,-51.70237235399007,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
86,False,"{'a': 0.6, 'e': 0.4213342221547681}",20,9,-6.182113563399344,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.41712087993322045}",25,12,7.23856053306742,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.41294967113388825}",20,11,-5.1629217977619035,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.40882017442254937}",20,10,-19.181440050282315,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.6, 'e': 0.4047319726783239}",30,11,12.804691306160205,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.40068465295154065}",20,9,11.570047662181844,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.39667780642202527}",20,9,-84.18341180474745,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
93,False,"{'a': 0.6, 'e': 0.392711028357805}",20,0,17.366487201219297,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.6, 'e': 0.38878391807422696}",30,5,-68.49343648879213,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",1
95,False,"{'a': 0.6, 'e': 0.3848960788934847}",30,0,-23.506688574116932,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
96,False,"{'a': 0.6, 'e': 0.38104711810454983}",25,15,-5.116760672921405,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.6, 'e': 0.37723664692350434}",25,14,14.203764999465545,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.37346428045426927}",30,5,-1.1839969223337874,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.36972963764972655}",30,8,21.54057129475974,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.6, 'e': 0.36603234127322926}",25,12,2.776621550708698,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.6, 'e': 0.36237201786049694}",25,11,1.8568770602154256,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.358748297681892}",25,14,-26.552389866493108,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.35516081470507305}",20,8,20.394535958299482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.6, 'e': 0.3516092065580223}",30,22,9.952326230345491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.6, 'e': 0.34809311449244207}",25,13,-37.84040882394401,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.6, 'e': 0.34461218334751764}",25,9,4.938211274179062,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.6, 'e': 0.34116606151404244}",25,20,8.998280149684472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.6, 'e': 0.337754400898902}",20,0,-23.42505781638935,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
109,False,"{'a': 0.6, 'e': 0.334376856889913}",25,17,11.83134009233468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.33103308832101386}",25,2,-62.03879120635066,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
111,False,"{'a': 0.6, 'e': 0.3277227574378037}",20,3,-36.926716984943006,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
112,False,"{'a': 0.6, 'e': 0.3244455298634257}",20,14,12.525305167977333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.6, 'e': 0.3212010745647914}",20,12,1.3957908142640298,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.6, 'e': 0.3179890638191435}",30,15,12.782570975957121,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.6, 'e': 0.31480917318095203}",30,12,-29.019732461954423,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.3116610814491425}",20,0,-42.67265911183525,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
117,False,"{'a': 0.6, 'e': 0.30854447063465107}",25,0,-24.47539712475523,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.6, 'e': 0.30545902592830454}",30,1,-77.4021885414618,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 2}",1
119,False,"{'a': 0.6, 'e': 0.3024044356690215}",25,0,3.812086561832765,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
120,False,"{'a': 0.6, 'e': 0.29938039131233124}",25,11,4.120261914330849,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.2963865873992079}",30,0,-45.65176787980336,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",0
122,False,"{'a': 0.6, 'e': 0.29342272152521587}",20,8,-21.097232060690757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.6, 'e': 0.2904884943099637}",25,6,33.010889032356175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.28758360936686406}",25,0,38.31485115602109,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.6, 'e': 0.2847077732731954}",25,12,5.562374247177487,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.28186069554046345}",25,5,-10.508586543601881,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.6, 'e': 0.2790420885850588}",20,12,15.247303475627142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.2762516676992082}",20,8,-21.21464672356084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.6, 'e': 0.27348915102221616}",20,8,-36.95961452652117,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.6, 'e': 0.270754259511994}",20,0,14.880655009699286,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.6, 'e': 0.26804671691687404}",25,8,-79.85933041001579,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 2}",1
132,False,"{'a': 0.6, 'e': 0.2653662497477053}",20,16,7.71710167475037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.2627125872502282}",20,0,-76.42530522587005,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
134,False,"{'a': 0.6, 'e': 0.2600854613777259}",30,0,-11.358140297783711,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.2574846067639487}",20,2,14.9538928581928,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.2549097606963092}",20,0,23.01186782493929,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.6, 'e': 0.2523606630893461}",30,0,-29.67741156519191,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",1
138,False,"{'a': 0.6, 'e': 0.24983705645845267}",25,0,-12.053893278633272,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
139,False,"{'a': 0.6, 'e': 0.24733868589386815}",20,2,28.122162434917996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.24486529903492946}",25,0,-8.997340817552965,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
141,False,"{'a': 0.6, 'e': 0.24241664604458016}",25,15,16.956386735283253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.6, 'e': 0.23999247958413436}",20,13,-26.31208623266284,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.6, 'e': 0.23759255478829303}",35,15,2.1047828572784457,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.2352166292404101}",25,15,10.541971410779134,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.232864462948006}",25,0,-20.811165038686113,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
146,False,"{'a': 0.6, 'e': 0.23053581831852593}",25,9,10.854361368635802,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.22823046013534068}",30,0,31.43117773451383,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.6, 'e': 0.22594815553398728}",25,0,27.967766994928255,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
149,False,"{'a': 0.6, 'e': 0.22368867397864742}",25,8,-5.057145019143267,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.6, 'e': 0.22145178723886094}",25,19,14.730488751039012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.21923726936647234}",20,12,4.830194262838865,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.2170448966728076}",25,2,5.677101790473818,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.21487444770607952}",20,11,5.923507156794047,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 0.21272570322901874}",25,9,12.508347277549884,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.21059844619672854}",25,12,15.170242000184771,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.20849246173476127}",20,0,7.714927465967767,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
157,False,"{'a': 0.6, 'e': 0.20640753711741366}",25,13,1.3383555226130812,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.20434346174623952}",20,12,13.611283081402043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.20230002712877712}",30,21,15.677427751551845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.20027702685748935}",25,13,21.45120886786615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.19827425658891445}",20,0,-73.77919636226756,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
162,False,"{'a': 0.6, 'e': 0.1962915140230253}",30,3,-13.475349644972418,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.6, 'e': 0.19432859888279505}",25,20,8.140509608557313,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.1923853128939671}",20,10,-1.4350950093427963,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 0.19046145976502743}",25,12,0.03199488302283182,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.18855684516737714}",20,6,10.948175073344885,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 0.18667127671570335}",30,17,13.808042449625518,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.18480456394854633}",20,9,22.417536953483893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.18295651830906087}",25,0,-23.790430248448214,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.6, 'e': 0.18112695312597027}",30,14,-3.9838431310616853,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
171,False,"{'a': 0.6, 'e': 0.17931568359471056}",20,10,18.735811898830597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.17752252675876345}",20,11,-29.060390359723492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.6, 'e': 0.17574730149117582}",20,12,0.3384311693436661,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 0.17398982847626407}",25,14,24.561591217136925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.17224993019150142}",25,15,20.420101066044694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.1705274308895864}",20,0,18.733563558555954,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.16882215658069055}",25,7,23.29171408503184,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.16713393501488363}",20,10,7.058959449968624,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.16546259566473479}",25,10,-12.151351856312836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.6, 'e': 0.16380796970808745}",20,2,32.90457470627523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.16216989001100657}",25,7,33.74933396035066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 0.1605481911108965}",20,0,-5.625950765161316,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.6, 'e': 0.15894270919978754}",25,12,26.533400768704407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.15735328210778965}",25,8,32.56297500060656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
