trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
57,False,"{'a': 0.5, 'e': 0.9596616526574011}",20,9,-49.773695349141335,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.9582438755126972}",20,0,-222.46561143581616,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 4}",0
59,False,"{'a': 0.5, 'e': 0.9568021423210139}",25,0,-81.81641053274342,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.955336489125606}",25,0,-173.84868936641254,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9538469525677271}",35,4,-196.54321881124136,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 2}",1
62,False,"{'a': 0.5, 'e': 0.9523335698857134}",25,0,-96.25751681798555,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.9507963789140532}",20,0,-87.93686044381498,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.9492354180824408}",20,0,-158.60140599543718,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.9476507264148157}",25,0,-90.07591438802524,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.946042343528387}",20,0,-131.10912818051108,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.944410309632643}",30,0,-111.3997706315544,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9427546655283462}",20,0,-99.99450108253268,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.941075452606513}",20,0,-92.73087160968234,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9393727128473789}",20,0,-169.38026099225698,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
71,False,"{'a': 0.5, 'e': 0.9376464888193493}",25,0,-164.19201950609568,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
72,False,"{'a': 0.5, 'e': 0.9358968236779348}",25,0,-73.23808207641508,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9341237611646731}",25,0,-78.8783623592648,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.9323273456060345}",20,0,-60.71233578530639,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.9305076219123143}",20,0,-153.5879320330327,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 4}",0
76,False,"{'a': 0.5, 'e': 0.9286646355765102}",20,0,-67.45000132804883,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9267984326731847}",30,4,-94.0117067359856,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.9249090598573131}",20,0,-37.85535792341426,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.9229965643631173}",30,0,-95.11244399904464,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.9210609940028851}",30,0,-154.05705249234882,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.9191023971657747}",30,0,-107.26073474476166,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.9171208228166051}",20,3,-51.151983114327535,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.9151163204946318}",20,0,-57.44471828362095,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.9130889403123083}",20,0,-71.08171800337232,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9110387329540337}",25,0,-132.42411628607198,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.9089657496748851}",30,0,-227.07837219751528,"{0: 16, 1: 3, 2: 5, 3: 3, 4: 3}",0
87,False,"{'a': 0.5, 'e': 0.9068700422993367}",25,0,-91.72566728752486,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9047516632199635}",20,0,-140.57973800877866,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9026106653961321}",35,0,-138.83614816528737,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 3}",0
90,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,0,-113.25534984781633,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.8982610281785611}",30,0,-203.90317866825941,"{0: 22, 1: 0, 2: 1, 3: 3, 4: 4}",0
92,False,"{'a': 0.5, 'e': 0.8960524975255253}",30,0,-157.66140056521962,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.8938215656067205}",25,0,-24.279227145212666,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.8915682881953289}",30,1,-80.9917251515503,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.8892927216231682}",25,0,-127.47390585344971,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.8869949227792842}",25,0,-93.54721810890845,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.8846749491085283}",25,0,-115.65540536188934,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.8823328586101216}",30,0,-69.65021885128523,"{0: 22, 1: 3, 2: 2, 3: 3, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.8799687098362042}",20,0,-136.2994797656953,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.8775825618903728}",25,0,-71.98670610910473,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.8751744744262013}",30,14,-30.738275974780088,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.8727445076457513}",20,0,-104.09899687529825,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.8702927222980654}",25,0,-89.64219180979876,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.8678191796776499}",20,0,-196.13410586148112,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
105,False,"{'a': 0.5, 'e': 0.8653239416229412}",20,0,-98.0355261457424,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.862807070514761}",20,10,-4.166329503278431,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.8602686292747557}",25,3,-47.705508187129546,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.8577086813638242}",25,0,-105.22758966192487,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.8551272907805307}",20,0,-70.37249633560349,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.8525245220595057}",25,0,-11.328647423991498,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.8499004402698315}",20,0,-61.36205877959219,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
112,False,"{'a': 0.5, 'e': 0.8472551110134161}",30,0,-118.58755816005512,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.8445886004233532}",25,0,-43.69965833397755,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.8419009751622687}",25,0,-13.867955916824524,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.8391923024206541}",35,14,-52.4116719176872,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.8364626499151869}",20,1,-82.76710954997651,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.8337120858870376}",25,10,1.9141869966737186,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.8309406791001634}",25,0,-71.48227162289825,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.8281484988395901}",20,0,-70.06644339268283,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,0,-51.71260958108231,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.82250209763238}",25,0,-78.89437697677927,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.8196480178454795}",25,0,-57.483888624875576,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.8167734469008229}",20,0,-99.6551195237627,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.8138784566625339}",25,0,-151.97707542398018,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
125,False,"{'a': 0.5, 'e': 0.8109631195052179}",20,0,-136.4965204907267,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
126,False,"{'a': 0.5, 'e': 0.8080275083121519}",20,0,-79.54210440642044,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.8050716964734628}",30,0,-64.26863350461466,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.8020957578842927}",30,0,-174.12877516723407,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.7990997669429512}",20,16,4.420845367450979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.7960837985490559}",20,0,-55.8619691439752,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.7930479281016595}",35,0,-211.03241978270472,"{0: 17, 1: 3, 2: 12, 3: 1, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,0,-164.8101042618408,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.7869167851284287}",30,16,-63.82159354488076,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.7838216658808492}",25,8,-40.07536287751393,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.7807069511324468}",20,0,-26.536730961127095,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.7775727187509279}",25,0,-60.18034372215727,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.7744190470919388}",30,0,-106.24677862918313,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.7712460149971065}",25,0,-46.30962686501254,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.7680537017920686}",25,0,-76.26868693866751,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.7648421872844884}",30,0,-144.63559998690243,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
141,False,"{'a': 0.5, 'e': 0.7616115517620617}",20,0,-55.008871925320385,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.7583618759905082}",20,0,-31.538777952722207,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.7550932412115529}",25,0,-96.25456766305514,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.751805729140895}",25,0,-199.28325828490267,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",0
145,False,"{'a': 0.5, 'e': 0.7484994219661651}",25,3,-94.27615716447805,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
146,False,"{'a': 0.5, 'e': 0.7451744023448704}",20,0,-116.00512410015283,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.7418307534023283}",35,10,-133.46775584332363,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",1
148,False,"{'a': 0.5, 'e': 0.7384685587295879}",25,0,-40.66696596349854,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.7350879023813413}",25,12,-43.89162268889538,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-84.26276483391594,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.7282715431826874}",20,0,-73.92514213148564,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.7248360107409052}",30,0,-37.711143656318086,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.7213823574366063}",30,0,-146.87717638528346,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
154,False,"{'a': 0.5, 'e': 0.7179106696109434}",20,0,-107.5305596511665,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
155,False,"{'a': 0.5, 'e': 0.7144210340559314}",35,21,-10.854249804449001,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.7109135380122773}",20,5,9.14543874644802,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.7073882691671998}",25,0,-67.4112933694657,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.7038453156522362}",25,9,-99.03283849898206,"{0: 10, 1: 1, 2: 1, 3: 3, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.7002847660410397}",30,0,-159.76484341065043,"{0: 20, 1: 0, 2: 7, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.6967067093471655}",20,0,-57.67277655831801,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.6931112350218442}",25,4,-94.04990778471546,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.6894984329517471}",20,0,-83.97131289195484,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.6858683934567373}",20,0,-49.77540347228856,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.6822212072876136}",20,9,-69.82300054388516,"{0: 6, 1: 0, 2: 2, 3: 3, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.6785569656238399}",35,18,-14.194199205350257,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.6748757600712672}",25,2,-67.4946843553432,"{0: 17, 1: 0, 2: 3, 3: 3, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.6711776826598423}",20,0,-81.56281917219356,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.6674628258413082}",30,0,-24.46888460797406,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.6637312824868916}",20,1,-126.28501142553118,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.6599831458849822}",20,0,-82.31164748574614,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.6562185097387998}",20,0,-21.93002066751725,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.6524374681640519}",30,0,-102.85749565449535,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.648640115686581}",20,7,-1.7831718891171064,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.6448265472400012}",30,20,1.3159031345239895,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.6409968581633252}",20,7,9.516795287341589,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.6371511441985802}",25,0,-25.907144790145498,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.6332895014884152}",20,4,-8.365372437084112,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.6294120265736969}",20,1,-4.386377287123406,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.6255188163910961}",20,0,-117.85426738424447,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.6216099682706645}",30,0,-155.73926185757793,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
181,False,"{'a': 0.5, 'e': 0.6176855799334017}",20,0,-81.6897162619465,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.6137457494888116}",30,0,-126.2098417642898,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.6097905754324502}",20,0,-12.789308291626822,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
