trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
24,False,"{'a': 0.6, 'e': 0.7856781408072188}",25,0,-145.4886717696219,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
25,False,"{'a': 0.6, 'e': 0.7778213593991465}",20,0,-117.75982080495916,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
26,False,"{'a': 0.6, 'e': 0.7700431458051551}",30,0,-109.39097649720428,"{0: 20, 1: 0, 2: 9, 3: 0, 4: 1}",0
27,False,"{'a': 0.6, 'e': 0.7623427143471035}",20,0,-122.31510890336375,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
28,False,"{'a': 0.6, 'e': 0.7547192872036325}",25,0,-171.22327879279936,"{0: 11, 1: 4, 2: 6, 3: 3, 4: 1}",0
29,False,"{'a': 0.6, 'e': 0.7471720943315961}",25,0,-76.30273721517052,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.7397003733882802}",25,0,-117.64615544483345,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
31,False,"{'a': 0.6, 'e': 0.7323033696543974}",25,0,-46.136896988709154,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
32,False,"{'a': 0.6, 'e': 0.7249803359578534}",20,0,-110.75192707785088,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
33,False,"{'a': 0.6, 'e': 0.7177305325982748}",30,8,-87.54097649084136,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
34,False,"{'a': 0.6, 'e': 0.7105532272722921}",20,0,-91.7223099623509,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.7034476949995692}",20,0,-19.09731039060649,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
36,False,"{'a': 0.6, 'e': 0.6964132180495735}",25,0,-104.97617835086594,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
37,False,"{'a': 0.6, 'e': 0.6894490858690777}",20,0,-15.779762500536528,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
38,False,"{'a': 0.6, 'e': 0.682554595010387}",25,0,-208.23727685012028,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 4}",0
39,False,"{'a': 0.6, 'e': 0.6757290490602831}",20,0,-30.99211352139958,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
40,False,"{'a': 0.6, 'e': 0.6689717585696803}",20,15,3.2535505725342446,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.6, 'e': 0.6622820409839835}",25,8,-61.47141641878093,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 0}",1
42,False,"{'a': 0.6, 'e': 0.6556592205741436}",25,15,-17.049089545080463,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
43,False,"{'a': 0.6, 'e': 0.6491026283684022}",35,0,-264.7914541860437,"{0: 17, 1: 3, 2: 11, 3: 0, 4: 4}",0
44,False,"{'a': 0.6, 'e': 0.6426116020847181}",25,0,-88.63797417751836,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.6, 'e': 0.6361854860638709}",20,0,-115.59138489141826,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
46,False,"{'a': 0.6, 'e': 0.6298236312032323}",20,0,-30.27979304420987,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
47,False,"{'a': 0.6, 'e': 0.6235253948912}",20,0,-110.41680539022559,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
48,False,"{'a': 0.6, 'e': 0.617290140942288}",25,0,-75.64140475189048,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
49,False,"{'a': 0.6, 'e': 0.6111172395328651}",20,0,-47.38515672316799,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
50,False,"{'a': 0.6, 'e': 0.6050060671375365}",30,0,-30.60942757184266,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
51,False,"{'a': 0.6, 'e': 0.5989560064661611}",20,0,-43.72547909625812,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
52,False,"{'a': 0.6, 'e': 0.5929664464014994}",25,0,-26.270270604958842,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.6, 'e': 0.5870367819374844}",25,0,7.3233667469339085,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
54,False,"{'a': 0.6, 'e': 0.5811664141181095}",25,0,-88.64762122551004,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
55,False,"{'a': 0.6, 'e': 0.5753547499769285}",20,0,-69.52064417329113,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
56,False,"{'a': 0.6, 'e': 0.5696012024771592}",30,0,-140.1577491392,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
57,False,"{'a': 0.6, 'e': 0.5639051904523876}",25,0,-69.67866103685937,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
58,False,"{'a': 0.6, 'e': 0.5582661385478638}",20,13,-60.28513808399401,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 1}",1
59,False,"{'a': 0.6, 'e': 0.5526834771623851}",30,0,-71.81739583853545,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",1
60,False,"{'a': 0.6, 'e': 0.5471566423907612}",20,0,-122.43209316504728,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
61,False,"{'a': 0.6, 'e': 0.5416850759668536}",25,0,-93.20905085738559,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
62,False,"{'a': 0.6, 'e': 0.536268225207185}",20,0,-165.57448713823285,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",1
63,False,"{'a': 0.6, 'e': 0.5309055429551132}",20,0,-144.72050108571005,"{0: 8, 1: 1, 2: 9, 3: 1, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.525596487525562}",30,15,-11.892569629807037,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
65,False,"{'a': 0.6, 'e': 0.5203405226503064}",20,0,-11.97012906671062,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.6, 'e': 0.5151371174238033}",30,0,-137.4528055098156,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
67,False,"{'a': 0.6, 'e': 0.5099857462495653}",30,0,-70.09615255172595,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
68,False,"{'a': 0.6, 'e': 0.5048858887870696}",20,0,3.1770195197331708,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.6, 'e': 0.4998370298991989}",30,0,-88.81560258886215,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 1}",0
70,False,"{'a': 0.6, 'e': 0.49483865960020695}",25,2,-19.780125971687806,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
71,False,"{'a': 0.6, 'e': 0.4898902730042049}",35,17,2.3228128167411484,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.48499137027416284}",20,0,-35.9670833201284,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
73,False,"{'a': 0.6, 'e': 0.4801414565714212}",20,8,9.959079855200416,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.475340042005707}",20,0,-82.90169806144701,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
75,False,"{'a': 0.6, 'e': 0.47058664158564995}",30,0,-18.12323673085158,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
76,False,"{'a': 0.6, 'e': 0.4658807751697934}",20,0,-116.06476025015039,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
77,False,"{'a': 0.6, 'e': 0.4612219674180955}",25,0,0.1791633574965925,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
78,False,"{'a': 0.6, 'e': 0.45660974774391455}",30,0,-9.626717800503535,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
79,False,"{'a': 0.6, 'e': 0.4520436502664754}",25,0,-24.670828531167647,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
80,False,"{'a': 0.6, 'e': 0.44752321376381066}",30,0,-82.47088870587399,"{0: 19, 1: 1, 2: 10, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.44304798162617254}",20,0,-76.17889657132855,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.6, 'e': 0.4386175018099108}",25,0,-65.6303167122464,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
83,False,"{'a': 0.6, 'e': 0.4342313267918117}",30,0,-112.11888453890286,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
84,False,"{'a': 0.6, 'e': 0.4298890135238936}",20,0,-57.46782740597446,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
85,False,"{'a': 0.6, 'e': 0.42559012338865465}",20,0,-25.79475167779262,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
86,False,"{'a': 0.6, 'e': 0.4213342221547681}",30,0,-28.347906137244884,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
87,False,"{'a': 0.6, 'e': 0.41712087993322045}",20,6,-46.37059976793505,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.6, 'e': 0.41294967113388825}",20,10,4.857140755497253,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.40882017442254937}",20,0,-107.91630498410477,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
90,False,"{'a': 0.6, 'e': 0.4047319726783239}",20,12,13.736995819413783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.6, 'e': 0.40068465295154065}",25,0,-29.138151119207212,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
92,False,"{'a': 0.6, 'e': 0.39667780642202527}",30,0,-1.2046665691462812,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.6, 'e': 0.392711028357805}",20,0,-43.68081110070843,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.6, 'e': 0.38878391807422696}",25,0,-20.772489542659052,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
95,False,"{'a': 0.6, 'e': 0.3848960788934847}",30,0,-52.90843119097934,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
96,False,"{'a': 0.6, 'e': 0.38104711810454983}",25,10,4.606784955761938,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.6, 'e': 0.37723664692350434}",25,0,-28.177652445121016,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
98,False,"{'a': 0.6, 'e': 0.37346428045426927}",20,12,-11.25060920938338,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.6, 'e': 0.36972963764972655}",20,0,-57.131223833030226,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
100,False,"{'a': 0.6, 'e': 0.36603234127322926}",30,2,-70.91193632102606,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 2}",1
101,False,"{'a': 0.6, 'e': 0.36237201786049694}",25,15,-5.558603895010216,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.6, 'e': 0.358748297681892}",20,0,-115.24060583412056,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
103,False,"{'a': 0.6, 'e': 0.35516081470507305}",25,7,-39.673983908980496,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.6, 'e': 0.3516092065580223}",30,0,-93.56619483645775,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
105,False,"{'a': 0.6, 'e': 0.34809311449244207}",20,0,-5.5746349439524305,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
106,False,"{'a': 0.6, 'e': 0.34461218334751764}",20,0,-19.894485285450287,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.34116606151404244}",25,0,-3.6760487876040457,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
108,False,"{'a': 0.6, 'e': 0.337754400898902}",20,2,15.717790022455564,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.6, 'e': 0.334376856889913}",25,1,-18.138118091224012,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
110,False,"{'a': 0.6, 'e': 0.33103308832101386}",35,0,-82.13428994755608,"{0: 29, 1: 0, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.6, 'e': 0.3277227574378037}",20,0,-2.7833389020993877,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.6, 'e': 0.3244455298634257}",25,0,-104.3502979324263,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
113,False,"{'a': 0.6, 'e': 0.3212010745647914}",20,2,-52.197682780690805,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
114,False,"{'a': 0.6, 'e': 0.3179890638191435}",25,14,1.9099516330587016,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.6, 'e': 0.31480917318095203}",20,16,8.072109875314675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.6, 'e': 0.3116610814491425}",25,2,-92.797529870628,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 2}",1
117,False,"{'a': 0.6, 'e': 0.30854447063465107}",25,18,6.379956947518342,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.6, 'e': 0.30545902592830454}",20,15,8.778038327170366,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.3024044356690215}",20,16,7.949273155295193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.29938039131233124}",25,0,-25.247883563918382,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.6, 'e': 0.2963865873992079}",20,0,-17.83206988001754,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
122,False,"{'a': 0.6, 'e': 0.29342272152521587}",25,10,9.496389417048569,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.6, 'e': 0.2904884943099637}",20,0,-1.9977593166036902,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
124,False,"{'a': 0.6, 'e': 0.28758360936686406}",20,0,20.066904017097727,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
125,False,"{'a': 0.6, 'e': 0.2847077732731954}",25,0,11.527191988362699,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.6, 'e': 0.28186069554046345}",20,5,10.150232138427107,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.2790420885850588}",20,0,12.467356577072275,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.6, 'e': 0.2762516676992082}",25,0,-85.49559410022648,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
129,False,"{'a': 0.6, 'e': 0.27348915102221616}",30,15,-3.558774023014146,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.270754259511994}",35,0,5.430634418589538,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.26804671691687404}",20,0,-37.09322718871992,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
132,False,"{'a': 0.6, 'e': 0.2653662497477053}",20,9,18.581642827588503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.2627125872502282}",25,9,-70.02672662871123,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
134,False,"{'a': 0.6, 'e': 0.2600854613777259}",20,0,-5.7993745918799355,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
135,False,"{'a': 0.6, 'e': 0.2574846067639487}",20,0,-27.19010615973985,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.2549097606963092}",20,0,-15.158556066607193,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
137,False,"{'a': 0.6, 'e': 0.2523606630893461}",20,0,-68.66258987704097,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
138,False,"{'a': 0.6, 'e': 0.24983705645845267}",20,11,9.81986801029728,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.6, 'e': 0.24733868589386815}",25,0,-36.93608507220024,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
140,False,"{'a': 0.6, 'e': 0.24486529903492946}",30,17,-24.51742917389937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.6, 'e': 0.24241664604458016}",30,8,-5.055823371788213,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.6, 'e': 0.23999247958413436}",30,2,1.4404826888920574,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.23759255478829303}",20,11,8.954353797719268,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.6, 'e': 0.2352166292404101}",25,0,15.737505115255628,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.6, 'e': 0.232864462948006}",25,0,-29.14749919652912,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
146,False,"{'a': 0.6, 'e': 0.23053581831852593}",25,15,8.367112687045426,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.22823046013534068}",30,0,-97.55694942821518,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
148,False,"{'a': 0.6, 'e': 0.22594815553398728}",30,8,-38.310190432056636,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
149,False,"{'a': 0.6, 'e': 0.22368867397864742}",20,0,9.17544325656415,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
150,False,"{'a': 0.6, 'e': 0.22145178723886094}",20,3,-31.132886066782962,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
151,False,"{'a': 0.6, 'e': 0.21923726936647234}",20,0,21.52191476236203,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.6, 'e': 0.2170448966728076}",25,0,27.367258194276328,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
153,False,"{'a': 0.6, 'e': 0.21487444770607952}",20,0,19.5455658469615,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
154,False,"{'a': 0.6, 'e': 0.21272570322901874}",25,0,-46.738689287987185,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
155,False,"{'a': 0.6, 'e': 0.21059844619672854}",25,2,22.620921851303105,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.20849246173476127}",20,13,15.10636892426493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 0.20640753711741366}",30,3,-31.571802187067682,"{0: 23, 1: 0, 2: 2, 3: 2, 4: 0}",1
158,False,"{'a': 0.6, 'e': 0.20434346174623952}",25,10,-15.751106846859184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.6, 'e': 0.20230002712877712}",20,13,-1.166033358856282,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 0.20027702685748935}",20,6,25.604290960235225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 0.19827425658891445}",25,0,-37.13639553667332,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
162,False,"{'a': 0.6, 'e': 0.1962915140230253}",20,0,4.272482035241717,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
163,False,"{'a': 0.6, 'e': 0.19432859888279505}",20,15,8.035934742583029,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.1923853128939671}",25,0,-23.752035341781713,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.6, 'e': 0.19046145976502743}",30,16,-9.728691513348108,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.6, 'e': 0.18855684516737714}",20,0,-10.043764772251237,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
167,False,"{'a': 0.6, 'e': 0.18667127671570335}",25,0,19.410215345059022,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 0.18480456394854633}",25,0,-53.42721486309428,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
169,False,"{'a': 0.6, 'e': 0.18295651830906087}",25,0,-11.304782546570586,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
170,False,"{'a': 0.6, 'e': 0.18112695312597027}",20,0,-22.24574003322818,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
171,False,"{'a': 0.6, 'e': 0.17931568359471056}",25,0,20.011272194715545,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.6, 'e': 0.17752252675876345}",30,6,20.49183484214407,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.17574730149117582}",30,13,-38.32999607329375,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
174,False,"{'a': 0.6, 'e': 0.17398982847626407}",20,0,10.13738454855761,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
175,False,"{'a': 0.6, 'e': 0.17224993019150142}",25,10,-34.252707868557806,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.1705274308895864}",25,1,-8.240076982504574,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
177,False,"{'a': 0.6, 'e': 0.16882215658069055}",20,4,24.40287879192252,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 0.16713393501488363}",30,10,4.68674286905911,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.16546259566473479}",20,0,12.674822903457477,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.6, 'e': 0.16380796970808745}",25,0,-45.77618746909409,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
181,False,"{'a': 0.6, 'e': 0.16216989001100657}",35,0,-73.07532965371499,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 2}",0
182,False,"{'a': 0.6, 'e': 0.1605481911108965}",20,14,-12.275023238504348,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.15894270919978754}",20,5,1.7241680876554573,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.15735328210778965}",25,0,28.797301942473112,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
